FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
ESRC,ES/T000066/1,University of Southampton,"Sch of Economic, Social & Political Sci",Research Grant,Durrant,Gabriele,B.,,,,,,National Centre for Research Methods 2020-2024,2020-01-01,2020-01-01,3203345.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ES/T000066/1,B5B0C9C1-433B-498C-BB1F-05E872E5571B,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,1A327D15-9549-47AD-8439-33817C25399A,"Durrant, Gabriele B."
EPSRC,EP/L01582X/1,University of Southampton,Faculty of Engineering & the Environment,Training Grant,,,,,,,,,EPSRC Centre for Doctoral Training in Sustainable Infrastructure Systems,2014-01-05,2014-01-05,3147070.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/L01582X/1,B64092E0-193B-40D8-BEAD-3C0F3ABB8100,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/H044949/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Powrie,William,,,,,,,Railway Track for the 21st Century,2010-01-06,2010-01-06,3139382.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/H044949/1,8C37F6AB-D82A-4ECA-865C-EE81881F4C5F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,389A3135-6CF2-41C4-B4FD-FD3CE0D400C9,
NERC,NE/S007210/1,University of Southampton,School of Ocean and Earth Science,Training Grant,,,,,,,,,INSPIRE: Interdisciplinary Southampton Partnership for Investigators Researching the Environment,2019-01-10,2019-01-10,3028840.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/S007210/1,56FFFCF7-725A-4192-8731-67D0D9B7B3A1,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/S020357/1,University of Southampton,School of Chemistry,Research Grant,Coles,Simon,John,http://orcid.org/0000-0001-8414-9272,,,,,An EPSRC National Research Facility to facilitate Data Science in the Physical Sciences: The Physical Sciences Data science Service (PSDS),2019-11-01,2019-11-01,2996067.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/S020357/1,7BEC0230-F4A0-4A33-970A-1DAEFBC24AE3,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,185A0130-5003-45C5-9BC8-23AB1D555817,"Coles, Simon John"
Innovate UK,900156,University of Southampton,,Study,Unknown,Unknown,Unknown,,,,,,ICURe Phase 2,2018-01-04,2018-01-04,2950000.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=900156,27714484-CB9E-4504-A91C-859D39E1F1BF,05923FEC-036B-4EA9-8068-0AD5AE082931,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BAA32D3-0592-4662-8707-B8FF49287B99,"Unknown, Unknown Unknown"
EPSRC,EP/H021698/1,University of Southampton,School of Social Sciences,Research Grant,Falkingham,Jane,Cecelia,,,,,,The Care Life Cycle: Responding to the Health and Social Care Needs of an Ageing Society,2010-05-24,2010-05-24,2808300.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/H021698/1,A7F28AAE-38DC-40AE-BBF9-0296A1F3FFB6,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,4B02EAE7-68CA-4EFD-9129-3F40A56CF54D,"Falkingham, Jane Cecelia"
EPSRC,EP/G06394X/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Bahaj,A.,S.,http://orcid.org/0000-0002-0043-6045,,,,,Replication of Rural Decentralised off-grid Electricity Generation through Technology and Business Innovation,2009-01-10,2009-01-10,2540140.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/G06394X/1,2E10A3DC-03E9-4882-8FBE-0916D44B23E8,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6C185A45-9A81-4B79-9B79-534DE1D30896,"Bahaj, A. S."
EPSRC,EP/V52055X/1,University of Southampton,Finance,Research Grant,Puri,Baljinder,,,,,,,COVID 19 Grant Extension Allocation University of Southampton,2020-01-07,2020-01-07,2513212.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/V52055X/1,A2FD91CC-AC92-45DA-8C94-900EA98ABBB7,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,7368F76E-C465-4DA9-BE93-FC0AC732F085,
EPSRC,EP/M015130/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Hewak,Dan,,,,,,,Manufacturing and Application of Next Generation Chalcogenides,2015-01-02,2015-01-02,2508175.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/M015130/1,95C27014-4901-494A-BE0C-4C2216078EDC,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,B85E211C-AA9E-41B7-9DF4-2D8318A12FEC,
EPSRC,EP/D034531/1,University of Southampton,Electronics and Computer Science,Research Grant,Swingler,Steve,,,,,,,Enhanced Management and Performance for a Sustainable UK Energy Infrastructure,2006-01-02,2006-01-02,2484941.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/D034531/1,897947D2-AC9A-4461-A257-278A7774A027,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,2051F77A-51ED-4D48-8C37-F03A24785BD2,
STFC,ST/G000557/1,University of Southampton,School of Physics and Astronomy,Research Grant,Sachrajda,Christopher,,,,,,,Theory and Phenomenology within and beyond the Standard Model,2008-01-10,2008-01-10,2354707.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/G000557/1,DDFB3D3E-A889-4E60-9504-5E1B80D34DED,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,CF8B441E-06FC-4F52-AD99-C1CBE8EA1D26,
EPSRC,EP/L021129/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Reed,Graham,Trevor,,,,,,"CORNERSTONE: Capability for OptoelectRoNics, mEtamateRialS, nanoTechnOlogy aNd sEnsing",2014-09-15,2014-09-15,2267121.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/L021129/1,8519B6E6-284E-475D-8C7F-2130685AD667,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,02D5CFFB-806B-4E52-B077-9D60D6ACA6EC,"Reed, Graham Trevor"
EPSRC,EP/R512187/1,University of Southampton,Research and Innovation Services,Training Grant,,,,,,,,,NPIF EPSRC Doctoral - University of Southampton 2017,2017-01-10,2017-01-10,2260650.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/R512187/1,EAE77C28-1C36-40B9-8620-6CAA22315288,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/F040644/1,University of Southampton,Optoelectronics Research Centre,Research Grant,Zheludev,Nikolay,,,,,,,NANOSCOPE: looking inside a living cell with nanoscale resolution,2008-01-10,2008-01-10,2253909.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/F040644/1,CC29A5E0-B38D-4F5A-BDC2-408EBACFF8AE,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,69678F23-E8B9-4B1D-9A43-3D254FC9C227,
EPSRC,EP/M015149/1,University of Southampton,Sch of of Electronics and Computer Sci,Research Grant,Beeby,Stephen,Paul,,,,,,Novel manufacturing methods for functional electronic textiles,2015-01-03,2015-01-03,2251024.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/M015149/1,EFE4763F-2AAB-4D15-A785-EEF2F82DBC58,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,69BB1FC3-579F-4D38-8F95-385A357D26A9,"Beeby, Stephen Paul"
EPSRC,EP/G00059X/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Preston,Jonathan,Mark,,,,,,"Measuring and Evaluating the Travel, Physical Activity and Carbon Impacts of Connect2",2008-05-05,2008-05-05,2250282.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/G00059X/1,D31C69B7-D062-4706-8F33-B3F0714959C1,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,A05179F0-CCA2-4C58-A202-04B19F47F146,"Preston, Jonathan Mark"
EPSRC,EP/R003076/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Reed,Graham,Trevor,,,,,,Rockley Photonics and the University of Southampton: A Prosperity Partnership,2017-01-11,2017-01-11,2220206.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/R003076/1,6D026B00-5259-44AD-B365-566B7A456ED9,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,02D5CFFB-806B-4E52-B077-9D60D6ACA6EC,"Reed, Graham Trevor"
MRC,G0900453,University of Southampton,Cancer Sciences,Research Grant,Holgate,Stephen,,,,,,,A Life Course Approach to Investigating Asthma Pathogenesis and Progression,2009-01-10,2009-01-10,2158552.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=G0900453,844F3CD3-83C2-40A0-9913-31FC5020D071,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,FFADE489-5C2F-4860-A8CC-16981824D4E3,
STFC,ST/T001844/1,University of Southampton,Sch of Engineering,Research Grant,Yang,Y,,,,,,,HL-LHC-UK2,2020-01-04,2020-01-04,2055640.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ST/T001844/1,C1789E65-81FA-4C11-B0BA-2D1DBA5D2F47,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,6386217B-5CAA-4ACD-91F6-E1590497B71F,
EPSRC,EP/P030491/1,University of Southampton,School of Chemistry,Research Grant,Spearing,Simon,Mark,,,,,,Underpinning Equipment for Magnetic Resonance Research,2017-01-04,2017-01-04,1999099.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/P030491/1,2E6C9A84-D34D-469A-90AC-38B0BD714B01,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,FF592210-E27D-4F90-8566-118519C869F8,"Spearing, Simon Mark"
STFC,ST/G003084/1,University of Southampton,School of Physics and Astronomy,Research Grant,McHardy,Ian,Michael,,,,,,High Energy Astrophysics at Southampton,2009-01-04,2009-01-04,1981509.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=ST/G003084/1,00A1D4B6-5E87-4024-924C-0ADBD4672998,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,2953A7FE-12C3-4BAC-9C8A-CB0BBE36A925,"McHardy, Ian Michael"
ESRC,ES/T00441X/1,University of Southampton,"Sch of Economic, Social & Political Sci",Research Grant,Riggirozzi,Pia,,http://orcid.org/0000-0001-5809-890X,,,,,Redressing Gendered Health Inequalities of Displaced Women and Girls in contexts of Protracted Crisis in Central and South America (ReGHID),2020-01-02,2020-01-02,1945647.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ES/T00441X/1,52FD3216-DA2A-4659-BD1F-FC803F8304AF,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,DD21C8A9-95D9-4867-9416-0A1CCC6F451C,
EPSRC,EP/G008493/1,University of Southampton,Electronics and Computer Science,Research Grant,Shadbolt,Nigel,,,,,,,EnAKTing the Unbounded Data Web: Challenges in Web Science,2009-01-04,2009-01-04,1944834.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/G008493/1,E0262FB4-4060-4FC5-8AD0-A162CEDEDCE2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,DD984418-4B95-4136-9B9C-7BC27A968522,
EPSRC,EP/H01506X/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Sinclair,Ian,,,,,,,CeM-CATS: A Centre for Multi-disciplinary Computer Assisted Tomography at Southampton,2009-01-10,2009-01-10,1936466.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/H01506X/1,C9DF9B5F-AA3D-4088-98A1-4AE13F05867F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,F98E0136-57E0-4654-B8BE-86B561F2FA44,
EPSRC,EP/J004995/1,University of Southampton,School of Psychology,Research Grant,Stevenage,Sarah,,,,,,,SID: An Exploration of Super-Identity,2011-01-10,2011-01-10,1905242.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/J004995/1,E99F0427-2D1B-40DA-9482-99D6DAF21C8C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,EF96918C-59FD-4950-9EDC-B84FA3DC55A2,
EPSRC,EP/E016774/1,University of Southampton,Electronics and Computer Science,Research Grant,Morgan,Hywel,,,,,,,Ruggedised MicroSystem Technology for marine measurement,2007-01-06,2007-01-06,1885054.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/E016774/1,275C84FD-EE81-403A-A53F-2F90EE019C8E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,8398C119-DE0B-4888-8BB8-09CCDAEABD19,
EPSRC,EP/M028208/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Banks,Charles,,,,,,,Biomethanisation of CO2 in anaerobic digestion plants,2015-01-07,2015-01-07,1852567.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/M028208/1,F57B0B59-318E-4F61-8FE3-D5D2C79B2E39,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,450D9258-3AC9-42C7-8B85-9082CD75AB37,
BBSRC,BB/J001694/1,University of Southampton,School of Chemistry,Research Grant,Brown,Tom,,,,,,,Extending the Boundaries of Nucleic Acid Chemistry,2012-01-05,2012-01-05,1829816.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=BB/J001694/1,A22FE5A6-4AB4-434E-A2D6-8E37AF51714E,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,E3462407-7311-487B-B69E-DD0CB55A2E82,
Innovate UK,140077,University of Southampton,,Collaborative R&D,Unknown,Unknown,Unknown,,,,,,HISTORIC - Generic Challenges - e-Science Centre,2001-01-09,2001-01-09,1803720.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=140077,FD140649-2F75-4087-BB64-BADE72CA8BCD,05923FEC-036B-4EA9-8068-0AD5AE082931,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BAA32D3-0592-4662-8707-B8FF49287B99,"Unknown, Unknown Unknown"
EPSRC,EP/N011899/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Stanton,Neville,,,,,,,TASCC: Human Interaction: Designing Autonomy in Vehicles (HI:DAV),2015-01-12,2015-01-12,1782704.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N011899/1,865FA254-556D-4A87-ABAF-4E30734F86AF,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,E56A08E6-9841-4DAF-8EA0-8ED7277F23C0,
EPSRC,EP/P027644/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Zervas,Michalis,,,,,,,Laser Technologies for Future Manufacturing,2017-01-07,2017-01-07,1768136.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/P027644/1,9CBBA97D-E0E0-4D31-A4DE-4621F00AEA0F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,300772E0-BBCB-4CE8-8C10-CD6A454C47CA,
EPSRC,EP/S03661X/1,University of Southampton,Sch of Engineering,Research Grant,Daley,Steve,,,,,,,Intelligent Structures for Low Noise Environments,2018-01-12,2018-01-12,1703188.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/S03661X/1,09BA01FA-FA2B-4850-8D51-414A630E1DDA,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6B7674B0-C9A7-4206-8CDD-5A7235241028,
EPSRC,EP/N022262/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Lot,Roberto,,,,,,,Green adaptive control for future interconnected vehicles,2016-01-04,2016-01-04,1668847.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N022262/1,F6FB672E-3FE0-4641-9A89-B0FC490593AB,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,CA7D9E48-2BAA-4E66-96B6-A7F3F1B50EFD,
EPSRC,EP/R029563/1,University of Southampton,Sch of of Electronics and Computer Sci,Research Grant,schraefel,m.c.,,,,,,,"AutoTrust: Designing a Human-Centered Trusted, Secure, Intelligent and Usable Internet of Vehicles",2018-01-11,2018-01-11,1653359.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/R029563/1,D310E9DE-F0AE-43B4-ACD5-E3F564C1ADC7,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,65F47ACE-B0C6-44F5-A04B-FA2EF5FA1C72,
NERC,NE/P019269/1,University of Southampton,School of Ocean and Earth Science,Research Grant,Ezard,Thomas,Harold,,,,,,Does developmental plasticity influence speciation?,2017-02-10,2017-02-10,1615851.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=NE/P019269/1,0E17EEB8-2890-40A0-88B2-0ABDC1E96681,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,2B610674-A4D9-4E4A-926E-81CC96CA2887,"Ezard, Thomas Harold"
BBSRC,BB/G010579/1,University of Southampton,Development Origin of Health and Disease,Research Grant,Oreffo,Richard,,,,,,,Combining stem cell science and tissue engineering to study the development and repair of human skeletal tissue,2009-01-10,2009-01-10,1600798.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=BB/G010579/1,7350BCCC-36D8-4B0D-B82C-078885DAEBC9,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,9ADAE0D7-4F9D-41F5-8C0A-E19BE06CA1E0,
EPSRC,EP/T007656/1,University of Southampton,Electronics and Computer Science,Fellowship,schraefel,m.c.,,,,,,,Health Resilience Interactive Technology: transforming self-management for individual and community health via inbodied interaction design,2020-10-31,2020-10-31,1585889.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/T007656/1,0DF16198-5732-46F0-8C9D-0CBC5B180387,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,65F47ACE-B0C6-44F5-A04B-FA2EF5FA1C72,
EPSRC,EP/N005961/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Kemp,Paul,Stephen,,,,,,Water Energy Food: Vaccinating the Nexus,2015-01-07,2015-01-07,1581409.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/N005961/1,7EB31177-1159-42E8-9108-03DCBCA173E9,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,85062C20-6873-42E9-8E94-1EA112C7FC97,"Kemp, Paul Stephen"
STFC,PP/E001025/1,University of Southampton,School of Mathematics,Research Grant,Andersson,Nils,,,,,,,Sources for Gravitational Wave Astronomy,2007-01-04,2007-01-04,1539320.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=PP/E001025/1,B154006B-5FC3-4C78-8DDE-7A7DAC514E50,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,DD274D60-8C11-4C5D-905B-E2B89D671F0A,
EPSRC,EP/I032673/1,University of Southampton,School of Psychology,Research Grant,Yardley,Lucy,,http://orcid.org/0000-0002-3853-883X,,,,,UBhave: ubiquitous and social computing for positive behaviour change,2011-01-10,2011-01-10,1538999.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=EP/I032673/1,4597FCBF-1881-401C-8F7A-4A4A0952E108,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,C1576B58-A4CC-446C-BC4D-1A15D29AB988,
STFC,PP/D001013/1,University of Southampton,School of Physics and Astronomy,Research Grant,McHardy,Ian,Michael,,,,,,High Energy Astrophysics at Southampton,2006-01-04,2006-01-04,1513120.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=PP/D001013/1,1DF1AB90-1401-4777-8117-D662A76CAB3D,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,2953A7FE-12C3-4BAC-9C8A-CB0BBE36A925,"McHardy, Ian Michael"
EPSRC,EP/M024539/1,University of Southampton,Optoelectronics Research Centre (ORC),Fellowship,Smith,Peter,George,,,,,,"Quantum Integrated Nonlinear Technologies for Enabling Stable, Scaleable, Engineered Commercial Exploitation (QuINTESSEnCE)",2015-01-04,2015-01-04,1509429.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/M024539/1,EA5190E5-23E9-4D74-92CD-F949EBA37BA9,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6EDF5DD8-B4AA-4C85-9F3C-27BAE6178EFE,"Smith, Peter George"
EPSRC,EP/V519960/1,University of Southampton,Sch of Engineering,Training Grant,,,,,,,,,University of Southampton DTP Mobility Pilot 2020 2023,2020-01-10,2020-01-10,1508406.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/V519960/1,48F7A951-0B3E-4424-BF68-218279A16E19,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,EP/V002619/1,University of Southampton,Sch of Engineering,Research Grant,Cherrett,Tom,,,,,,,E-Drone: Transforming the energy demand of supply chains through integrated UAV-to-land logistics for 2030,2020-01-12,2020-01-12,1503703.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/V002619/1,6B53CACB-0E54-466C-AFEA-9D98C9394FDB,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,2C6E81BC-AAFF-43BE-906C-05E4A1443C96,
STFC,ST/T000775/1,University of Southampton,School of Physics and Astronomy,Research Grant,Morris,Tim,R,,,,,,"New Frontiers in Particle Physics, Cosmology and Gravity",2020-01-10,2020-01-10,1498599.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=ST/T000775/1,37A9E8AA-1244-43AC-806D-E4B3B69E4ECD,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,14D713F9-3612-4D9E-ACE6-FD5F343F1014,"Morris, Tim R"
EPSRC,EP/T019697/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Reed,Graham,Trevor,,,,,,CORNERSTONE 2,2020-01-03,2020-01-03,1494157.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/T019697/1,1429EC75-A3CE-493E-AFA4-DB381CCBC589,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,02D5CFFB-806B-4E52-B077-9D60D6ACA6EC,"Reed, Graham Trevor"
EPSRC,EP/P009980/1,University of Southampton,School of Chemistry,Research Grant,Levitt,Malcolm,Harris,http://orcid.org/0000-0001-9878-1180,,,,,A Multidisciplinary Research Platform for Nuclear Spins far from Equilibrium,2017-01-03,2017-01-03,1484429.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=EP/P009980/1,B3464124-36D7-4423-A256-46869945F0CB,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,D81F299D-D4ED-47B5-BA7B-330CB59F85AA,"Levitt, Malcolm Harris"
